"ident",  "country", "latitude_deg", "longitude_deg"
MOLDS, MASSACHUSETTS, 42.2083, -73.0536
MONSO, MASSACHUSETTS, 41.9767, -70.8408
MONTK, MASSACHUSETTS, 40.8147, -71.0125
MORIS, MASSACHUSETTS, 42.4461, -71.0261
MTAPN, MASSACHUSETTS, 42.2808, -71.0556
MUCOW, MASSACHUSETTS, 42.4828, -72.9522
MYNOT, MASSACHUSETTS, 42.2853, -70.7503
NABBO, MASSACHUSETTS, 42.195, -71.0869
NETLE, MASSACHUSETTS, 42.1572, -72.5392
NHANT, MASSACHUSETTS, 42.4397, -70.9664
NIMOY, MASSACHUSETTS, 42.3014, -70.9206
NOLEY, MASSACHUSETTS, 42.5853, -70.8978
NOLUE, MASSACHUSETTS, 42.1756, -72.5761
NOSAF, MASSACHUSETTS, 42.2511, -71.6989
NOVCE, MASSACHUSETTS, 41.8564, -70.1514
NUNKE, MASSACHUSETTS, 41.7617, -69.895
NUNZO, MASSACHUSETTS, 42.0308, -71.2036
NUVZA, MASSACHUSETTS, 42.8517, -70.9261
OBUBE, MASSACHUSETTS, 41.3931, -69.8781
ODOLE, MASSACHUSETTS, 41.5206, -70.8108
ODOMY, MASSACHUSETTS, 41.7283, -71.0447
OFTUR, MASSACHUSETTS, 41.2528, -71.1431
OGFIG, MASSACHUSETTS, 41.87, -71.0683
OJUCU, MASSACHUSETTS, 41.7042, -70.8339
OKIPE, MASSACHUSETTS, 42.2967, -71.1222
OLLIV, MASSACHUSETTS, 42.5611, -71.7711
OMASS, MASSACHUSETTS, 42.5183, -72.1908
OMIXY, MASSACHUSETTS, 42.6644, -71.2367
OMUFE, MASSACHUSETTS, 41.6478, -70.6597
OMVOZ, MASSACHUSETTS, 42.3931, -70.9911
ONDEC, MASSACHUSETTS, 42.5464, -72.0656
ONEPS, MASSACHUSETTS, 42.1411, -72.1578
ONOXY, MASSACHUSETTS, 41.4483, -70.6983
ONRAE, MASSACHUSETTS, 41.9994, -70.5736
ONTEW, MASSACHUSETTS, 42.0422, -72.59
OQDEK, MASSACHUSETTS, 42.3647, -70.9608
ORMIW, MASSACHUSETTS, 41.5992, -70.4197
ORRRR, MASSACHUSETTS, 42.4244, -70.7536
ORTON, MASSACHUSETTS, 41.8925, -71.2469
ORUSE, MASSACHUSETTS, 42.2394, -72.4986
OTELE, MASSACHUSETTS, 42.1056, -72.5464
OVOPE, MASSACHUSETTS, 41.7686, -70.7822
OWLET, MASSACHUSETTS, 42.3678, -71.6242
OXUTY, MASSACHUSETTS, 42.4011, -73.365
OYIVE, MASSACHUSETTS, 42.5411, -71.2169
PAARK, MASSACHUSETTS, 42.3439, -70.9997
PAMLA, MASSACHUSETTS, 42.1364, -71.7119
PATSS, MASSACHUSETTS, 42.0889, -71.7108
PAULI, MASSACHUSETTS, 41.4697, -70.5225
PAYIR, MASSACHUSETTS, 42.5694, -71.4319
PEAKE, MASSACHUSETTS, 41.5706, -70.4086
PEBME, MASSACHUSETTS, 41.5753, -70.6197
PEPDE, MASSACHUSETTS, 41.8778, -70.4406
PETEJ, MASSACHUSETTS, 41.3989, -70.8261
PETGE, MASSACHUSETTS, 42.2186, -72.7008
PHONY, MASSACHUSETTS, 42.0175, -70.3439
PINGS, MASSACHUSETTS, 42.1731, -72.5517
PLAKO, MASSACHUSETTS, 42.6556, -71.7397
PLGRM, MASSACHUSETTS, 42.3875, -70.8553
PLYMM, MASSACHUSETTS, 42.0436, -70.4267
PONEE, MASSACHUSETTS, 42.2697, -73.1375
PPICE, MASSACHUSETTS, 41.8931, -69.8803
PTRIK, MASSACHUSETTS, 42.5272, -70.8206
PUDGY, MASSACHUSETTS, 42.3272, -72.4344
PUDJJ, MASSACHUSETTS, 42.48, -70.2967
QUINC, MASSACHUSETTS, 42.0119, -70.7525
RAYNM, MASSACHUSETTS, 41.8931, -70.9731
RBELA, MASSACHUSETTS, 42.8325, -70.9547
RBUDD, MASSACHUSETTS, 41.4219, -70.32
RDHOK, MASSACHUSETTS, 42.4933, -71.0556
RDUKE, MASSACHUSETTS, 42.3308, -70.9597
REDSX, MASSACHUSETTS, 41.9225, -70.2347
REPOY, MASSACHUSETTS, 41.8228, -71.0333
RESCU, MASSACHUSETTS, 41.6583, -70.0711
REVER, MASSACHUSETTS, 42.4408, -70.9614
REVSS, MASSACHUSETTS, 42.3453, -71.8103
RIKAH, MASSACHUSETTS, 42.5514, -71.4186
RILOC, MASSACHUSETTS, 42.2733, -72.0147
RIPIT, MASSACHUSETTS, 42.3797, -70.8758
RIRXI, MASSACHUSETTS, 41.6317, -70.2464
RITAS, MASSACHUSETTS, 42.3214, -73.0039
RODME, MASSACHUSETTS, 41.45, -71.0386
ROGGR, MASSACHUSETTS, 42.4639, -71.2164
RURBY, MASSACHUSETTS, 42.1978, -72.2083
SADTO, MASSACHUSETTS, 42.8122, -71.1678
SALDY, MASSACHUSETTS, 41.1969, -69.9803
SALNE, MASSACHUSETTS, 42.3475, -71.1231
SAPTE, MASSACHUSETTS, 42.6531, -72.0539
SASHA, MASSACHUSETTS, 42.1328, -73.1486
SCALD, MASSACHUSETTS, 41.9722, -70.8275
SCITU, MASSACHUSETTS, 42.2786, -70.7606
SCOAR, MASSACHUSETTS, 42.3125, -70.6375
SCROB, MASSACHUSETTS, 42.6922, -72.0269
SEETS, MASSACHUSETTS, 42.6461, -72.3181
SEGOE, MASSACHUSETTS, 42.5572, -71.0067
SEHAG, MASSACHUSETTS, 42.4678, -70.785
SHAAN, MASSACHUSETTS, 42.5797, -70.8275
SHAGG, MASSACHUSETTS, 42.4556, -71.1789
SHAUN, MASSACHUSETTS, 42.6761, -70.6408
SHDKN, MASSACHUSETTS, 42.6078, -71.3883
SHHAR, MASSACHUSETTS, 40.9836, -71.3056
SHIGY, MASSACHUSETTS, 42.3992, -73.3167
SHMYT, MASSACHUSETTS, 42.3108, -71.0369
SICOS, MASSACHUSETTS, 41.4233, -70.9211
SILOC, MASSACHUSETTS, 41.3611, -70.6481
SLOWW, MASSACHUSETTS, 42.2103, -71.8022
SMITY, MASSACHUSETTS, 41.9339, -70.7033
SMUTZ, MASSACHUSETTS, 42.4617, -72.8461
SNOOH, MASSACHUSETTS, 42.6347, -70.6589
SOBAH, MASSACHUSETTS, 42.2372, -70.1453
SOFEE, MASSACHUSETTS, 41.8431, -71.2589
SOFOB, MASSACHUSETTS, 41.7289, -70.0081
SORLE, MASSACHUSETTS, 42.0983, -72.0364
SOSYO, MASSACHUSETTS, 42.4872, -71.4319
SPAGS, MASSACHUSETTS, 42.26, -71.7483
SPENO, MASSACHUSETTS, 42.28, -72.1539
SPYSD, MASSACHUSETTS, 42.4494, -71.0269
SQUEL, MASSACHUSETTS, 42.1136, -71.7658
SSAAM, MASSACHUSETTS, 42.6319, -71.3858
SSOXS, MASSACHUSETTS, 41.8367, -70.7461
STAYC, MASSACHUSETTS, 42.5078, -70.7914
STEEM, MASSACHUSETTS, 42.2419, -70.8256
STELA, MASSACHUSETTS, 42.2814, -73.1539
STOGE, MASSACHUSETTS, 42.1189, -71.1303
STOLI, MASSACHUSETTS, 42.7406, -73.1144
STOOL, MASSACHUSETTS, 42.1428, -68.7497
STURB, MASSACHUSETTS, 42.0378, -71.9547
SURLE, MASSACHUSETTS, 42.0767, -72.5064
SUVVO, MASSACHUSETTS, 42.4761, -71.3494
SUZEY, MASSACHUSETTS, 42.8028, -70.8911
SWALO, MASSACHUSETTS, 42.0653, -72.1936
SWIGG, MASSACHUSETTS, 42.5328, -71.2436
SYLVA, MASSACHUSETTS, 42.5336, -70.9508
TAALE, MASSACHUSETTS, 42.6261, -70.7717
TAITS, MASSACHUSETTS, 42.6572, -70.9944
TALPY, MASSACHUSETTS, 41.7814, -70.8467
TARSE, MASSACHUSETTS, 41.6178, -70.7003
TAYUN, MASSACHUSETTS, 42.5914, -71.8228
TEDEE, MASSACHUSETTS, 42.4786, -72.5153
TEKKK, MASSACHUSETTS, 42.4125, -71.0986
TELLE, MASSACHUSETTS, 42.3731, -71.4633
TERIA, MASSACHUSETTS, 42.6053, -72.9592
TESCO, MASSACHUSETTS, 42.6756, -72.1739
TEWKS, MASSACHUSETTS, 42.5808, -71.2667
TJAYY, MASSACHUSETTS, 42.305, -70.9603
TKMAN, MASSACHUSETTS, 42.5817, -71.1808
TNUCK, MASSACHUSETTS, 42.2625, -71.8658
TOMES, MASSACHUSETTS, 42.1453, -72.9669
TONNI, MASSACHUSETTS, 42.3733, -70.6133
TONOE, MASSACHUSETTS, 42.3661, -71.0831
TOPTO, MASSACHUSETTS, 42.4981, -71.4836
TORPY, MASSACHUSETTS, 41.4583, -70.8783
TROYY, MASSACHUSETTS, 42.0803, -71.795
TTERI, MASSACHUSETTS, 42.5294, -70.515
TUCOY, MASSACHUSETTS, 42.6397, -71.3522
TUNKE, MASSACHUSETTS, 42.2061, -72.5739
TUNUY, MASSACHUSETTS, 42.855, -70.9747
TUTOR, MASSACHUSETTS, 41.6544, -70.9578
UFTAC, MASSACHUSETTS, 41.1167, -70.2442
UGIBE, MASSACHUSETTS, 42.1931, -72.4917
UJEGE, MASSACHUSETTS, 42.5361, -71.0822
UMANE, MASSACHUSETTS, 41.835, -69.8
UNIRE, MASSACHUSETTS, 42.5553, -70.8814
UNIWY, MASSACHUSETTS, 41.3442, -70.5369
UPBIN, MASSACHUSETTS, 41.7828, -71.0222
URFAX, MASSACHUSETTS, 42.7181, -70.9381
URTOQ, MASSACHUSETTS, 42.4781, -71.4575
UTBEQ, MASSACHUSETTS, 41.7131, -71.0192
VAILA, MASSACHUSETTS, 42.2669, -71.7358
VAPER, MASSACHUSETTS, 42.4256, -72.4825
VENTE, MASSACHUSETTS, 42.14, -71.8939
VIGYU, MASSACHUSETTS, 41.4989, -70.0942
VOCUS, MASSACHUSETTS, 42.4539, -70.9617
VOVCU, MASSACHUSETTS, 42.6047, -70.8036
VPBAY, MASSACHUSETTS, 42.2694, -70.8247
VPBLT, MASSACHUSETTS, 42.3278, -70.89
VPCGS, MASSACHUSETTS, 42.3681, -71.0522
VPCOH, MASSACHUSETTS, 42.2261, -70.8156
VPCUT, MASSACHUSETTS, 41.4247, -70.9169
VPEVS, MASSACHUSETTS, 42.3919, -71.0683
VPFEN, MASSACHUSETTS, 42.2097, -71.1481
VPFRA, MASSACHUSETTS, 42.3025, -71.3942
VPFRE, MASSACHUSETTS, 42.4172, -71.2053
VPGVL, MASSACHUSETTS, 42.3647, -70.8697
VPHAM, MASSACHUSETTS, 42.5022, -71.1192
VPHOL, MASSACHUSETTS, 41.5175, -70.6764
VPHUL, MASSACHUSETTS, 42.3031, -70.9217
VPLPT, MASSACHUSETTS, 41.39, -70.0464
VPNED, MASSACHUSETTS, 42.3083, -71.2439
VPPEA, MASSACHUSETTS, 42.5419, -70.9447
VPPIK, MASSACHUSETTS, 42.3394, -71.2656
VPPIT, MASSACHUSETTS, 41.4203, -70.6042
VPQUA, MASSACHUSETTS, 42.2017, -71.0797
VPQUB, MASSACHUSETTS, 42.21, -70.9972
VPSCI, MASSACHUSETTS, 42.1981, -70.7281
VPSPF, MASSACHUSETTS, 42.4033, -71.1578
VPTOB, MASSACHUSETTS, 42.5236, -70.9969
VPTPT, MASSACHUSETTS, 41.3083, -70.0561
VPTUC, MASSACHUSETTS, 41.305, -70.2569
VPWAK, MASSACHUSETTS, 42.5119, -71.0872
VPWAN, MASSACHUSETTS, 42.6144, -71.3242
VPWYN, MASSACHUSETTS, 41.3653, -70.6394
VUPBU, MASSACHUSETTS, 42.1589, -70.3928
WAATR, MASSACHUSETTS, 42.4578, -70.8253
WACHU, MASSACHUSETTS, 42.6522, -71.4808
WAINS, MASSACHUSETTS, 42.6264, -73.2903
WAIVS, MASSACHUSETTS, 41.3147, -69.9822
WAKBI, MASSACHUSETTS, 42.7944, -70.8664
WAKVO, MASSACHUSETTS, 42.2181, -72.6972
WANKA, MASSACHUSETTS, 42.1689, -72.5231
WANLA, MASSACHUSETTS, 42.4192, -71.6611
WARIC, MASSACHUSETTS, 42.6283, -72.5103
WASPO, MASSACHUSETTS, 42.23, -70.0822
WAXEN, MASSACHUSETTS, 42.5844, -70.9128
WEBDI, MASSACHUSETTS, 41.2908, -70.1044
WEEZE, MASSACHUSETTS, 42.8478, -70.3433
WEMAM, MASSACHUSETTS, 42.2719, -71.7475
WEMIX, MASSACHUSETTS, 41.7578, -70.7283
WEPSO, MASSACHUSETTS, 42.5667, -71.4236
WERID, MASSACHUSETTS, 41.2183, -70.7772
WESIE, MASSACHUSETTS, 42.2664, -72.6892
WETMU, MASSACHUSETTS, 42.5558, -72.1358
WHALY, MASSACHUSETTS, 42.1089, -72.7922
WHATE, MASSACHUSETTS, 42.4361, -72.7614
WHIPS, MASSACHUSETTS, 41.7042, -70.1058
WHYBE, MASSACHUSETTS, 42.2536, -71.4164
WIBAS, MASSACHUSETTS, 42.3369, -71.1236
WIDKA, MASSACHUSETTS, 42.4408, -71.4947
WIDON, MASSACHUSETTS, 41.645, -70.9925
WIDUP, MASSACHUSETTS, 42.4808, -71.1614
WIFJO, MASSACHUSETTS, 42.6319, -71.3608
WIKID, MASSACHUSETTS, 42.6408, -72.8242
WIMPY, MASSACHUSETTS, 42.4797, -70.6133
WINDZ, MASSACHUSETTS, 42.3786, -71.0453
WINNI, MASSACHUSETTS, 42.1169, -71.1244
WINTA, MASSACHUSETTS, 42.5033, -71.3664
WIREG, MASSACHUSETTS, 41.9936, -70.4194
WIROR, MASSACHUSETTS, 42.6272, -73.1069
WISAS, MASSACHUSETTS, 42.2094, -72.5183
WISUG, MASSACHUSETTS, 42.2611, -71.7456
WITCH, MASSACHUSETTS, 42.6831, -70.8794
WITNY, MASSACHUSETTS, 42.0492, -72.2364
WITTR, MASSACHUSETTS, 42.2708, -71.5397
WOBMU, MASSACHUSETTS, 42.6403, -71.2039
WOBUR, MASSACHUSETTS, 42.4775, -71.1647
WODDE, MASSACHUSETTS, 42.7736, -71.0189
WOLAD, MASSACHUSETTS, 41.8042, -71.3153
WOLOL, MASSACHUSETTS, 41.565, -70.5356
WOLVO, MASSACHUSETTS, 41.4964, -70.6558
WOMEK, MASSACHUSETTS, 41.9492, -70.4975
WORIA, MASSACHUSETTS, 42.4964, -72.0678
WORRN, MASSACHUSETTS, 42.3197, -70.9447
WOTBU, MASSACHUSETTS, 42.6911, -71.8517
WUDIE, MASSACHUSETTS, 42.6378, -72.8594
WUGLA, MASSACHUSETTS, 42.0547, -70.7325
WUGNI, MASSACHUSETTS, 42.2311, -70.4858
WULGA, MASSACHUSETTS, 42.1578, -70.0261
WUMOG, MASSACHUSETTS, 42.66, -72.2764
WUMUP, MASSACHUSETTS, 42.7697, -71.0658
WURIV, MASSACHUSETTS, 42.8078, -70.7811
WUSUP, MASSACHUSETTS, 42.5139, -70.8353
WYANE, MASSACHUSETTS, 42.5303, -70.9247
WYLYY, MASSACHUSETTS, 42.3006, -71.1006
WYMTH, MASSACHUSETTS, 42.2122, -70.8269
YAARD, MASSACHUSETTS, 42.2222, -70.8397
YADPU, MASSACHUSETTS, 42.2928, -71.5711
YAGUY, MASSACHUSETTS, 42.5739, -72.2781
YANRU, MASSACHUSETTS, 42.6131, -71.0708
YAWKE, MASSACHUSETTS, 42.3325, -70.8567
YEDUL, MASSACHUSETTS, 42.6425, -71.5311
YIDPU, MASSACHUSETTS, 42.5692, -72.2928
YIVUP, MASSACHUSETTS, 41.2778, -70.0314
YOGUV, MASSACHUSETTS, 42.5022, -72.9075
YUWFY, MASSACHUSETTS, 41.4653, -70.8539
ZAGIX, MASSACHUSETTS, 41.7169, -70.625
ZALON, MASSACHUSETTS, 42.3633, -72.6731
ZAMBE, MASSACHUSETTS, 42.17, -71.6236
ZAMKI, MASSACHUSETTS, 42.1794, -71.5339
ZAPOB, MASSACHUSETTS, 42.5769, -70.9636
ZARAB, MASSACHUSETTS, 42.6158, -71.3294
ZASAB, MASSACHUSETTS, 41.5881, -70.1942
ZASID, MASSACHUSETTS, 41.8847, -70.7578
ZASMU, MASSACHUSETTS, 42.3769, -71.0217
ZASNA, MASSACHUSETTS, 41.3111, -70.705
ZEDUP, MASSACHUSETTS, 41.4697, -69.9794
ZEDVI, MASSACHUSETTS, 41.7464, -70.885
ZELKA, MASSACHUSETTS, 42.4947, -71.5533
ZERIR, MASSACHUSETTS, 41.62, -70.8631
ZIMOT, MASSACHUSETTS, 42.6297, -71.1742
ZINDU, MASSACHUSETTS, 42.6581, -70.9956
ZIRUN, MASSACHUSETTS, 41.615, -70.7583
ZISGA, MASSACHUSETTS, 41.7, -71.2481
ZODER, MASSACHUSETTS, 42.2036, -72.5239
ZOMIB, MASSACHUSETTS, 42.5353, -71.2347
ZONKE, MASSACHUSETTS, 42.6786, -71.4822
ZORFO, MASSACHUSETTS, 42.685, -72.3994
ZOSLA, MASSACHUSETTS, 42.4544, -71.1158
ZOZOP, MASSACHUSETTS, 42.1769, -72.7108
ZUDBY, MASSACHUSETTS, 42.3631, -70.97
ZUGEG, MASSACHUSETTS, 42.5419, -72.2331
ZUKIL, MASSACHUSETTS, 42.4781, -72.3092
ZUMOL, MASSACHUSETTS, 42.405, -70.9856
ZUNUX, MASSACHUSETTS, 41.6319, -70.8075
ZUPRO, MASSACHUSETTS, 42.6039, -71.3469
ACANO, MICHIGAN, 46.2553, -84.63
ACATI, MICHIGAN, 43.7242, -83.7958
ACIRA, MICHIGAN, 41.9428, -83.5736
ADALE, MICHIGAN, 42.8528, -86.0108
ADDDY, MICHIGAN, 41.8892, -86.275
ADDIC, MICHIGAN, 41.93, -83.9078
ADENO, MICHIGAN, 45.0306, -85.2203
ADIME, MICHIGAN, 41.9561, -86.2142
ADIYI, MICHIGAN, 42.1283, -86.5489
ADRIE, MICHIGAN, 42.9581, -83.1136
AFFTR, MICHIGAN, 42.6244, -83.1361
AFJEF, MICHIGAN, 42.955, -84.4606
AGEYU, MICHIGAN, 42.7069, -85.4392
AHLES, MICHIGAN, 42.0481, -83.2072
AHUNT, MICHIGAN, 42.3144, -83.5494
AILES, MICHIGAN, 44.8075, -83.6514
AJDIF, MICHIGAN, 42.9631, -84.0092
AKMEE, MICHIGAN, 42.6278, -83.14
AKRIF, MICHIGAN, 45.2131, -85.1286
ALLII, MICHIGAN, 42.0114, -86.4619
ALLLN, MICHIGAN, 42.4058, -83.3575
ALPHE, MICHIGAN, 42.4358, -84.5097
ALVUS, MICHIGAN, 46.3636, -84.2167
ALWAZ, MICHIGAN, 42.2039, -83.0261
AMDEE, MICHIGAN, 45.7964, -84.6406
AMILE, MICHIGAN, 45.6911, -85.4217
AMPEY, MICHIGAN, 42.3753, -85.3689
AMXUX, MICHIGAN, 41.9347, -83.2864
ANGGL, MICHIGAN, 42.2872, -83.3253
ANIVE, MICHIGAN, 43.9953, -82.8992
ANOVE, MICHIGAN, 41.9503, -83.4872
ANSAH, MICHIGAN, 42.4839, -82.9958
ANUZA, MICHIGAN, 43.7011, -84.4617
APOCA, MICHIGAN, 46.2544, -84.3411
ARDES, MICHIGAN, 42.0914, -83.4281
AREAL, MICHIGAN, 43.6631, -86.0975
AREBE, MICHIGAN, 43.5786, -82.9103
AROYA, MICHIGAN, 41.7933, -86.5883
ARRGH, MICHIGAN, 41.8969, -83.5947
ARUJO, MICHIGAN, 41.8583, -83.4378
ASAKE, MICHIGAN, 42.6125, -82.6058
ASANE, MICHIGAN, 43.6175, -84.3667
ASHUR, MICHIGAN, 43.1722, -84.3533
ASISE, MICHIGAN, 45.7428, -84.9422
ASLLI, MICHIGAN, 41.9889, -83.5403
ATEVY, MICHIGAN, 41.9317, -84.1025
ATOYE, MICHIGAN, 42.2414, -83.6703
ATTEE, MICHIGAN, 41.9128, -83.6622
AUSTJ, MICHIGAN, 41.8342, -86.1911
AUSTN, MICHIGAN, 42.1311, -85.5283
AVALE, MICHIGAN, 46.7339, -85.1331
AVERL, MICHIGAN, 42.3319, -83.6347
AVEXE, MICHIGAN, 45.8575, -84.8564
AVIXY, MICHIGAN, 44.2481, -83.9139
AVIYE, MICHIGAN, 41.9106, -84.3628
AWAVO, MICHIGAN, 43.6219, -84.7992
AWOSO, MICHIGAN, 41.8353, -83.5261
AWOYU, MICHIGAN, 43.4483, -85.4997
AWSOF, MICHIGAN, 42.2269, -84.6792
AYALI, MICHIGAN, 43.6503, -83.2144
AYATA, MICHIGAN, 44.7369, -85.5
AYOTO, MICHIGAN, 42.1517, -83.6561
AZDEZ, MICHIGAN, 42.7789, -84.705
AZIBY, MICHIGAN, 42.6625, -83.4997
BAANG, MICHIGAN, 41.8669, -83.6164
BABBE, MICHIGAN, 44.2164, -85.6192
BABUU, MICHIGAN, 41.8817, -87.1378
BACAD, MICHIGAN, 43.6917, -82.9525
BADCO, MICHIGAN, 41.9194, -84.0372
BADVE, MICHIGAN, 46.5272, -90.0556
BAHAI, MICHIGAN, 45.3308, -83.5136
BALAS, MICHIGAN, 42.3717, -83.2214
BANGU, MICHIGAN, 45.0144, -84.8081
BANJO, MICHIGAN, 44.1106, -84.1758
BAPKE, MICHIGAN, 45.9622, -84.4878
BAPYA, MICHIGAN, 47.2997, -88.7108
BARAK, MICHIGAN, 44.7711, -85.2989
BATOL, MICHIGAN, 42.3617, -85.1839
BAVDY, MICHIGAN, 45.4203, -85.0089
BAYAC, MICHIGAN, 43.9428, -83.1664
BBBOB, MICHIGAN, 41.8381, -83.5581
BBOXX, MICHIGAN, 43.4697, -82.2894
BEAAR, MICHIGAN, 44.7539, -85.8742
BEAUS, MICHIGAN, 44.0011, -85.6519
BECKI, MICHIGAN, 46.0303, -88.1931
BEDJO, MICHIGAN, 42.2925, -85.4803
BEEBE, MICHIGAN, 43.3233, -84.4936
BEJAE, MICHIGAN, 42.4486, -85.0756
BENAT, MICHIGAN, 42.1342, -86.3014
BENJO, MICHIGAN, 41.8856, -85.2092
BENNY, MICHIGAN, 43.7342, -84.1114
BERWI, MICHIGAN, 42.2236, -84.58
BERYS, MICHIGAN, 42.9092, -83.2997
BESST, MICHIGAN, 42.2822, -83.2225
BETAY, MICHIGAN, 45.6731, -84.8442
BHOLD, MICHIGAN, 42.4875, -83.16
BIBKE, MICHIGAN, 43.2783, -85.0283
BIGCA, MICHIGAN, 42.0797, -83.7586
BILAY, MICHIGAN, 43.6356, -83.9028
BINGR, MICHIGAN, 46.6797, -89.2944
BIRRS, MICHIGAN, 43.3406, -83.7769
BIRSE, MICHIGAN, 43.7069, -84.1533
BITTR, MICHIGAN, 43.1214, -85.9439
BIVBE, MICHIGAN, 46.6097, -89.8444
BKKUS, MICHIGAN, 42.695, -82.8494
BLACO, MICHIGAN, 42.1269, -86.3075
BLBBY, MICHIGAN, 42.7589, -85.5497
BLDNG, MICHIGAN, 42.5881, -83.2525
BLUEZ, MICHIGAN, 42.9469, -82.5267
BNNET, MICHIGAN, 43.0764, -83.3667
BOCDA, MICHIGAN, 45.2036, -85.5328
BODAY, MICHIGAN, 45.6903, -85.2672
BOHRR, MICHIGAN, 42.5878, -85.4347
BONGE, MICHIGAN, 45.9253, -84.6183
BOODY, MICHIGAN, 42.6061, -84.7133
BOOSE, MICHIGAN, 42.1672, -83.3969
BOOTT, MICHIGAN, 42.7106, -83.0186
BORIN, MICHIGAN, 44.5542, -85.3989
BRAXN, MICHIGAN, 42.0056, -83.3525
BRDER, MICHIGAN, 41.8956, -83.3453
BRGER, MICHIGAN, 45.1642, -83.5814
BRONZ, MICHIGAN, 42.3339, -85.6586
BROVI, MICHIGAN, 42.5236, -83.7953
BROZZ, MICHIGAN, 42.2242, -84.1547
BRTTA, MICHIGAN, 41.8639, -83.6608
BSLNE, MICHIGAN, 42.1531, -83.8086
BUCKE, MICHIGAN, 43.3017, -85.2122
BUDRE, MICHIGAN, 43.4944, -84.4303
BUFOR, MICHIGAN, 41.9933, -86.3178
BUIKK, MICHIGAN, 42.4672, -83.5222
BULLY, MICHIGAN, 43.0547, -86.515
BULYN, MICHIGAN, 42.505, -83.1039
BUPBA, MICHIGAN, 43.5714, -83.0122
BURDZ, MICHIGAN, 41.8431, -83.2825
BURET, MICHIGAN, 45.5, -84.6981
BURPZ, MICHIGAN, 42.2547, -83.3081
BURRA, MICHIGAN, 41.8639, -85.3453
BURYE, MICHIGAN, 42.7769, -84.4628
BUTRS, MICHIGAN, 42.4836, -83.3294
CAATZ, MICHIGAN, 41.8067, -83.4458
CABJO, MICHIGAN, 41.9908, -83.93
CACNO, MICHIGAN, 44.2719, -86.2294
CADIM, MICHIGAN, 42.6175, -85.2503
CADKE, MICHIGAN, 41.97, -83.9483
CADLC, MICHIGAN, 42.2611, -83.4803
CADOB, MICHIGAN, 43.5667, -84.4875
CAGID, MICHIGAN, 42.5903, -83.3453
CAKDI, MICHIGAN, 43.2967, -84.8547
CAKRU, MICHIGAN, 46.1692, -84.4056
CALDO, MICHIGAN, 42.7864, -85.4978
CALEP, MICHIGAN, 43.5403, -83.9633
CALIX, MICHIGAN, 45.0303, -84.14
CALTA, MICHIGAN, 43.7217, -82.9636
CAMOG, MICHIGAN, 43.8644, -83.0172
CAREP, MICHIGAN, 42.2569, -83.5058
CARGA, MICHIGAN, 44.6411, -84.9708
CARRS, MICHIGAN, 42.2989, -83.4417
CASKA, MICHIGAN, 42.9728, -84.0181
CASKO, MICHIGAN, 42.8128, -82.8269
CASKU, MICHIGAN, 43.6108, -83.1133
CATAP, MICHIGAN, 45.6539, -84.6556
CATGA, MICHIGAN, 46.4719, -84.4669
CATLI, MICHIGAN, 42.0169, -84.8242
CAVOK, MICHIGAN, 43.4075, -84.7028
CAVUS, MICHIGAN, 42.895, -85.3767
CAXUD, MICHIGAN, 42.1786, -83.3886
CCOBB, MICHIGAN, 42.2289, -84.3789
CECDA, MICHIGAN, 42.2092, -84.9128
CECOF, MICHIGAN, 43.135, -85.1364
CEDAC, MICHIGAN, 42.7247, -86.2417
CEDAG, MICHIGAN, 47.1275, -88.6244
CEDIT, MICHIGAN, 42.4175, -83.4603
CEDOS, MICHIGAN, 45.3658, -84.9778
CEDPA, MICHIGAN, 44.3397, -83.6439
CEESL, MICHIGAN, 41.8239, -84.14
CEGEE, MICHIGAN, 43.3217, -84.4258
CEGNA, MICHIGAN, 43.0058, -83.7439
CEGOL, MICHIGAN, 42.0919, -84.8731
CEGSI, MICHIGAN, 44.4192, -85.5883
CEKMU, MICHIGAN, 41.9036, -86.0275
CELKA, MICHIGAN, 42.8078, -83.7194
CELMO, MICHIGAN, 41.9558, -85.0025
CELUB, MICHIGAN, 42.5414, -83.4467
CEMOB, MICHIGAN, 44.3947, -86.0356
CENAK, MICHIGAN, 41.9961, -86.9753
CERUS, MICHIGAN, 42.4461, -82.8425
CESYA, MICHIGAN, 45.3694, -85.5556
CEVRA, MICHIGAN, 42.6608, -83.5506
CEXED, MICHIGAN, 42.6036, -85.6772
CEYNA, MICHIGAN, 43.9808, -86.3261
CFBJN, MICHIGAN, 42.2258, -83.3658
CFBRG, MICHIGAN, 42.5619, -83.1881
CFBTK, MICHIGAN, 41.97, -83.6406
CFBTW, MICHIGAN, 44.7289, -85.3283
CFBTX, MICHIGAN, 45.7239, -87.4703
CFBWM, MICHIGAN, 42.0189, -83.6053
CFBWQ, MICHIGAN, 41.8722, -83.5339
CFBXS, MICHIGAN, 45.0144, -84.9583
CFBXT, MICHIGAN, 42.7619, -82.6767
CFBZJ, MICHIGAN, 42.9097, -85.2439
CFCCV, MICHIGAN, 43.1, -84.8178
CFCFI, MICHIGAN, 42.0269, -85.5067
CFCHN, MICHIGAN, 46.265, -84.4853
CFCJS, MICHIGAN, 41.8625, -83.5092
CFCKC, MICHIGAN, 41.9272, -83.6694
CFCKD, MICHIGAN, 42.9464, -82.9036
CFCMN, MICHIGAN, 46.5075, -84.3456
